BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,BEGIN_HH,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing,
201903,30,1835,18,201903,30,1835,134366,805105,MISSISSIPPI,28,2019,March,Thunderstorm Wind,C,49,HINDS,JAN,3/30/19 18:35,"Saturday, March 30, 2019",CST-6,3/30/19 18:35,0,0,0,0,4.00K,0.00K,Law Enforcement,50,EG,,,,,,,,,,2,W,CYNTHIA,2,W,CYNTHIA,32.4,-90.28,32.4,-90.28,A cold front swept through the region during the late afternoon and evening hours of March 30th. Storms developed ahead of the front and brought damaging winds to the region.,A power line was blown down on Highway 49 in the southbound lane near Kickapoo Road.,CSV,S805105,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,214,vil,3/31/19 0:35,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134366,805105,Thunderstorm Wind,30.78924453,-92.43737612,33.95238166,-88.04970397,#NAME?,384,384,384000,384000,0,254,0,43554.7743055556CYNTHIA
201901,15,2000,20,201901,15,2100,134345,805122,CALIFORNIA,6,2019,January,Heavy Rain,C,59,ORANGE,SGX,1/15/19 20:00,"Tuesday, January 15, 2019",PST-8,1/15/19 21:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,1,SW,HUNTINGTON BEACH,1,SW,HUNTINGTON BEACH,33.6606,-118.0087,33.6606,-118.0087,"A high impact mini atmospheric river impacted Southern California January 14th and 15th which brought heavy rain and snow to the region. Seal Beach reported 2 inches of rain in 2 hours, which caused extensive flash flooding. Water was up to doorways outside of homes, and the Pacific Coast Highway was closed for over a day in Huntington Beach due to flooding. Rainfall rates remained below flash flood thresholds at the Holy and Cranston burn scars during this mini-AR event. Dense fog was reported in the Cajon Pass on the morning of January 16th, which resulted in a 19-car pileup and 35 patients with minor to moderate injuries. ||A larger atmospheric river moved into Southern California on January 17th, bringing heavy rain and snow to the region. Extensive flash flooding occurred due to the heavy rain. Swift water rescues occurred on the Santa Ana River in Riverside due to flooding. Rainfall rates exceeded flash flooding thresholds for the Holy fire burn scar on the 17th.||Overall, 6 to 12 inches of rain fell in the Santa Ana and San Bernardino County Mountains between January 14-17. Snowfall amounts in the mountains ranged from 4 to 12 inches above 6500 ft. Major surf and coastal flooding occurred during this event as well, which resulted in extensive damage of the Ocean Beach Pier in San Diego County.",Huntington Beach received 1.25 inches of rainfall in one hour between 2000 and 2100 PST on January 15th. Local officials closed the Pacific Coast Highway (route 1) at approximately 9pm January 15th and kept it closed through the afternoon hours of January 16th.,CSV,S805122,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,644,vil,1/16/19 4:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134345,805122,Heavy Rain,31.59786568,-119.6129319,35.67036266,-116.3364779,#NAME?,384,384,384000,384000,0,254,0,43480.8333333333HUNTINGTON BEACH
201901,4,1456,14,201901,4,1456,132921,795292,FLORIDA,12,2019,January,Thunderstorm Wind,C,107,PUTNAM,JAX,1/4/19 14:56,"Friday, January 4, 2019",EST-5,1/4/19 14:56,0,0,0,0,1.00K,0.00K,911 Call Center,40,EG,,,,,,,,,,1,N,INTERLACHEN,1,N,INTERLACHEN,29.64,-81.9,29.64,-81.9,"Strong shear and deep layer moisture preceded a cold front across the local area, with strong wind gusts of 40-50  mph in just shower activity. Deep convection (thunderstorms) was very, very sparse due to limited surface based instability. Gusty winds from shower activity did produce some minor wind damage across parts of NE Florida, including some downed trees.",A tree was blown down and blocked both lanes of traffic at Bishop St and Martindale Avenue in Interlachen. The time was estimated based on radar. The cost of damage was estimated for inclusion of the event in Storm Data.,CSV,S795292,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,19,vil,1/4/19 19:56,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,132921,795292,Thunderstorm Wind,28.18461535,-84.13067707,31.00894984,-79.59970544,#NAME?,384,384,384000,384000,0,254,0,43469.6222222222INTERLACHEN
201908,11,2020,20,201908,11,2020,141202,848393,KANSAS,20,2019,August,Thunderstorm Wind,C,153,RAWLINS,GLD,8/11/19 20:20,"Sunday, August 11, 2019",CST-6,8/11/19 20:20,0,0,0,0,0.00K,0.00K,Mesonet,79,MG,,,,,,,,,,3,SE,BEARDSLEY,3,SE,BEARDSLEY,39.78,-101.19,39.78,-101.19,"A significant severe weather event occurred across the Tri-State Region on the evening of August 11th, 2019. Widespread damaging winds, heavy rainfall, and flash flooding was reported to NWS Goodland. In addition, a few tornadoes occurred along with some large hail. The event began with a couple supercell thunderstorms over Yuma County Colorado and Cheyenne County Kansas. These are the primary storms that produced the large hail and tornadoes. The event evolved with several lines of storms forming, including a large line of storms that moved across Cheyenne, Rawlins, Decatur, Norton, Sherman, Thomas, Sheridan, and Graham counties in northwest Kansas. A second line of storms produced wind damage in Cheyenne County Colorado. These storms later produced heavy rain across Wallace, Logan, and Gove counties in Northwest Kansas.",,CSV,S848393,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,473,vil,8/12/19 2:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141202,848393,Thunderstorm Wind,37.97007739,-103.3201685,41.53991273,-98.98479413,#NAME?,384,384,384000,384000,0,254,0,43688.8472222222BEARDSLEY
201908,2,1942,19,201908,2,1942,139305,837822,NEBRASKA,31,2019,August,Thunderstorm Wind,C,145,RED WILLOW,GLD,8/2/19 19:42,"Friday, August 2, 2019",CST-6,8/2/19 19:42,0,0,0,0,,,Trained Spotter,54,MG,,,,,,,,,,7,NE,BARTLEY,7,NE,BARTLEY,40.3209,-100.2158,40.3209,-100.2158,"A severe thunderstorm produced a measured wind gust of 62 mph about 5 miles east-northeast of Bartley, Nebraska and wind damage near the Red Willow/Furnas County line.",A trained spotter three miles west and three miles north of Cambridge reported a wind gust of 62 mph.,CSV,S837822,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,445,vil,8/3/19 1:42,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139305,837822,Thunderstorm Wind,38.53016313,-102.3938021,42.06578618,-97.97578704,#NAME?,384,384,384000,384000,0,254,0,43679.8208333333BARTLEY
201906,16,2052,20,201906,16,2052,138820,834971,TEXAS,48,2019,June,Hail,C,265,KERR,EWX,6/16/19 20:52,"Sunday, June 16, 2019",CST-6,6/16/19 20:52,0,0,0,0,0.00K,0.00K,Public,1,,,,,,,,,,,7,NNE,MOUNTAIN HOME,7,NNE,MOUNTAIN HOME,30.27,-99.33,30.27,-99.33,An outflow boundary from convection in North Texas moved into South Central Texas and initiated new convection. Some of these storms produced large hail and damaging wind gusts.,A thunderstorm produced quarter size hail in rural Kerr County between Mountain Home and Harper.,CSV,S834971,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,82,vil,6/17/19 2:52,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,138820,834971,Hail,28.47980111,-101.2839945,31.98787041,-97.3434985,#NAME?,384,384,384000,384000,0,254,0.06122449,43632.8694444444MOUNTAIN HOME
201906,4,1532,15,201906,4,1532,139122,836773,SOUTH DAKOTA,46,2019,June,Thunderstorm Wind,C,59,HAND,ABR,6/4/19 15:32,"Tuesday, June 4, 2019",CST-6,6/4/19 15:32,0,0,0,0,0.00K,0.00K,Trained Spotter,52,EG,,,,,,,,,,12,S,REE HGTS,12,S,REE HGTS,44.34,-99.21,44.34,-99.21,Severe thunderstorms produced large hail up to two inches along with gusts up to around 70 mph across parts of central and northeast South Dakota.,Sixty mph winds were estimated.,CSV,S836773,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,388,vil,6/4/19 21:32,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139122,836773,Thunderstorm Wind,42.5548614,-101.5389658,46.0587979,-96.78471512,#NAME?,384,384,384000,384000,0,254,0,43620.6472222222REE HGTS
201907,3,1429,14,201907,3,1429,137594,826734,FLORIDA,12,2019,July,Thunderstorm Wind,C,31,DUVAL,JAX,7/3/19 14:29,"Wednesday, July 3, 2019",EST-5,7/3/19 14:29,0,0,0,0,0.00K,0.00K,AWOS,50,MG,,,,,,,,,,1,W,HERLONG ARPT,1,W,HERLONG ARPT,30.28,-81.81,30.28,-81.81,"Heat wave continued across the local area with warm WNW steering flow over the region around a 1000-500 mb Gulf of Mexico ridge center. Deep tropical moisture remained over the region with PWAT content 2.-2.4 inches, well above the 90th percentile for Jacksonville. Sea breezes storms fired inland, which triggered a few severe storms.",,CSV,S826734,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,215,vil,7/3/19 19:29,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137594,826734,Thunderstorm Wind,28.82775872,-84.05873622,31.6443232,-79.48721417,#NAME?,384,384,384000,384000,0,254,0,43649.6034722222HERLONG ARPT
201905,29,1112,11,201905,29,1112,136299,817963,WEST VIRGINIA,54,2019,May,Thunderstorm Wind,C,53,MASON,RLX,5/29/19 11:12,"Wednesday, May 29, 2019",EST-5,5/29/19 11:12,0,0,0,0,5.00K,0.00K,Emergency Manager,50,EG,,,,,,,,,,1,W,POINT PLEASANT,1,W,POINT PLEASANT,38.85,-82.13,38.85,-82.13,"Abundant low level moisture was located over the middle Ohio River Valley and central Appalachians on the 29th. As a mid and upper level disturbance passed, showers and storms developed, with some of the storms producing damaging winds.","Multiple large trees were blown down. A couple of them fell onto buildings, causing minor damage.",CSV,S817963,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,453,vil,5/29/19 16:12,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,136299,817963,Thunderstorm Wind,37.4237051,-84.6642975,40.21308738,-79.50229794,#NAME?,384,384,384000,384000,0,254,0,43614.4666666667POINT PLEASANT
201904,25,901,9,201904,25,901,135096,809699,LOUISIANA,22,2019,April,Thunderstorm Wind,C,51,JEFFERSON,LIX,4/25/19 9:01,"Thursday, April 25, 2019",CST-6,4/25/19 9:01,0,0,0,0,0.00K,0.00K,Emergency Manager,55,EG,,,,,,,,,,2,N,BRIDGEDALE,2,N,BRIDGEDALE,29.9986,-80,29.9986,-90.1957,"A complex of thunderstorms moved through southeast Louisiana, coastal Mississippi and the nearby coastal waters during the late morning and afternoon hours of the 25th.",A large tree was blown down near Pheobe Hearst School in Kenner. The tree also brought down power lines.,CSV,S809699,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,162,vil,4/25/19 15:01,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,135096,809699,Thunderstorm Wind,28.38157928,-92.29140269,31.54962837,-88.02872764,#NAME?,384,384,384000,384000,0,254,0,43580.3756944444BRIDGEDALE
201906,30,313,3,201906,30,313,138824,834957,TEXAS,48,2019,June,Flash Flood,C,29,BEXAR,EWX,6/30/19 3:13,"Sunday, June 30, 2019",CST-6,6/30/19 3:13,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,3,SSW,HELOTES,3,WSW,ATASCOSA,29.54,-98.71,29.2516,-98.7831,A mesoscale convective system moved down from North Texas and produced heavy rain which led to flash flooding.,Thunderstorms produced heavy rain with as much as 3.19 inches in just over an hour reported at a site in Helotes. This rain caused flash flooding closing 28 low water crossings in Bexar County.,CSV,S834957,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,787,vil,6/30/19 9:13,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,138824,834957,Flash Flood,27.77444336,-100.6528875,31.26191995,-96.71862816,#NAME?,384,384,384000,384000,0,254,0.183673469,43646.1340277778HELOTES
201907,1,1609,16,201907,1,1609,140307,843724,ILLINOIS,17,2019,July,Hail,C,189,WASHINGTON,LSX,7/1/19 16:09,"Monday, July 1, 2019",CST-6,7/1/19 16:09,0,0,0,0,0.00K,0.00K,Public,1,,,,,,,,,,,0,ENE,DUBOIS,0,ENE,DUBOIS,38.2233,-89.2132,38.2233,-89.2132,"A MCV moved east across the forecast area, triggering showers and thunderstorms. A few of the storms produced large hail and damaging winds.",,CSV,S843724,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,332,vil,7/1/19 22:09,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,140307,843724,Hail,36.63667253,-91.58276402,39.7414153,-86.78112054,#NAME?,384,384,384000,384000,0,254,0.040816327,43647.6729166667DUBOIS
201907,12,1700,17,201907,12,1820,137661,827031,FLORIDA,12,2019,July,Heavy Rain,C,31,DUVAL,JAX,7/12/19 17:00,"Friday, July 12, 2019",EST-5,7/12/19 18:20,0,0,0,0,0.00K,0.00K,Mesonet,,,,,,,,,,,,2,ENE,HERLONG ARPT,2,ENE,HERLONG ARPT,30.29,-81.77,30.29,-81.77,Dominant westerly flow and deep tropical moisture with warmer mid level conditions produced locally heavy rainfall in convection along and inland of the sea breezes.,A private weather station along Spring Branch Road measured 2.68 inches of rainfall between 6 pm and 720 pm.,CSV,S827031,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,189,vil,7/12/19 22:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137661,827031,Heavy Rain,28.84297905,-84.03575151,31.65841084,-79.46253998,#NAME?,384,384,384000,384000,0,254,0,43658.7083333333HERLONG ARPT
201907,21,1958,19,201907,21,2000,140298,845655,KANSAS,20,2019,July,Thunderstorm Wind,C,99,LABETTE,ICT,7/21/19 19:58,"Sunday, July 21, 2019",CST-6,7/21/19 20:00,0,0,0,0,0.00K,0.00K,ASOS,67,MG,,,,,,,,,,0,N,PARSONS TRI CITY ARP,0,N,PARSONS TRI CITY ARP,37.33,-95.52,37.33,-95.52,A cold front that moved slowly east/southeast across Kansas in the afternoon enabled thunderstorms to develop across primarily Southeast Kansas that evening. Damaging 60 to 70 mph winds were by far the primary severe thunderstorm mode although damage was primarily limited to trees.,No damage was reported.,CSV,S845655,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,295,vil,7/22/19 1:58,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,140298,845655,Thunderstorm Wind,35.62526336,-97.71239988,38.98460234,-93.25370637,#NAME?,384,384,384000,384000,0,254,0,43667.8319444444PARSONS TRI CITY ARP
201907,19,1545,15,201907,19,1545,139134,836827,FLORIDA,12,2019,July,Hail,C,35,FLAGLER,JAX,7/19/19 15:45,"Friday, July 19, 2019",EST-5,7/19/19 15:45,0,0,0,0,0.00K,0.00K,Emergency Manager,0.88,,,,,,,,,,,4,E,DAYTONA NORTH,4,E,DAYTONA NORTH,29.45,-81.33,29.45,-81.33,A weak inverted upper level trough and diurnal sea breeze forcing produced scattered severe storms. Elevated instability aloft and shear favored large large hail.,Penny to nickel size hail was reported along County Road 75.,CSV,S836827,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,84,vil,7/19/19 20:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139134,836827,Hail,28.02305973,-83.57688105,30.82393673,-79.03706844,#NAME?,384,384,384000,384000,0,254,0,43665.65625DAYTONA NORTH
201907,21,1621,16,201907,21,1621,139139,836870,FLORIDA,12,2019,July,Thunderstorm Wind,C,83,MARION,JAX,7/21/19 16:21,"Sunday, July 21, 2019",EST-5,7/21/19 16:21,0,0,0,0,0.00K,0.00K,911 Call Center,50,EG,,,,,,,,,,2,SSW,DUNNELLON MUNI ARPT,2,SSW,DUNNELLON MUNI ARPT,29.04,-82.4,29.04,-82.4,Bermuda ridge was over the region with sea breeze convection becoming storm to severe under boundary mergers.,Multiple trees were blown down in Dunnellon.,CSV,S836870,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,313,vil,7/21/19 21:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,139139,836870,Thunderstorm Wind,27.57290167,-84.60567706,30.4225557,-80.12566178,#NAME?,384,384,384000,384000,0,254,0,43667.68125DUNNELLON MUNI ARPT
201907,22,1345,13,201907,22,1345,139143,836875,FLORIDA,12,2019,July,Thunderstorm Wind,C,3,BAKER,JAX,7/22/19 13:45,"Monday, July 22, 2019",EST-5,7/22/19 13:45,0,0,0,0,0.02K,0.00K,Trained Spotter,45,EG,,,,,,,,,,2,SE,KNABB,2,SE,KNABB,30.25,-82.15,30.25,-82.15,"Southerly steering flow enabled both sea breezes to develop and press inland, with gusty winds in storms that fired along boundary mergers.",A large tree limb was blown down. The cost of damage was estimated for the inclusion of the event in storm data.,CSV,S836875,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,477,vil,7/22/19 18:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139143,836875,Thunderstorm Wind,28.79711835,-84.39514105,31.62886656,-79.83680155,#NAME?,384,384,384000,384000,0,254,0,43668.5729166667KNABB
201907,24,1452,14,201907,24,1452,139145,836880,FLORIDA,12,2019,July,Flood,C,121,SUWANNEE,JAX,7/24/19 14:52,"Wednesday, July 24, 2019",EST-5,7/24/19 14:52,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,0,W,WELLBORN,0,SSE,WELLBORN,30.2291,-82.8257,30.2282,-82.8186,A slow moving front provide a focus for heavy rainfall under moist and unsettled SW flow. PWAT was 2.34 with storm motion around 10-15 kts along and south of the stalling front.,Flood water was over portions of County Road 137 south of Wellborn. Depth of the water was not reported.,CSV,S836880,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,223,vil,7/24/19 19:52,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139145,836880,Flood,28.76834952,-85.06223741,31.62979721,-80.52817256,#NAME?,384,384,384000,384000,0,246,0,43670.6194444444WELLBORN
201906,30,1541,15,201906,30,1541,137732,827413,MONTANA,30,2019,June,Hail,C,111,YELLOWSTONE,BYZ,6/30/19 15:41,"Sunday, June 30, 2019",MST-7,6/30/19 15:41,0,0,0,0,0.00K,0.00K,Public,0.88,,,,,,,,,,,1,NNE,BILLINGS,1,NNE,BILLINGS,45.82,-108.47,45.82,-108.47,"Numerous thunderstorms moved across the central and western portions of the Billings Forecast Area. These thunderstorms produced heavy rain, large hail and very gusty winds.",,CSV,S827413,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,648,vil,6/30/19 22:41,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,137732,827413,Hail,43.88135769,-110.5683355,47.71429327,-106.2745952,#NAME?,384,384,384000,384000,0,254,0.632653061,43646.6534722222BILLINGS
201906,4,925,9,201906,4,930,138819,835169,TEXAS,48,2019,June,Flash Flood,C,463,UVALDE,EWX,6/4/19 9:25,"Tuesday, June 4, 2019",CST-6,6/4/19 9:30,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2,NNW,NORTH UVALDE,3,NW,NORTH UVALDE,29.2724,-99.8303,29.2884,-99.8503,An upper level shortwave trough triggered thunderstorms rooted in a very moist boundary layer with precipitable water values near 2.0 inches. Some of these storms produced heavy rain that led to flash flooding.,Thunderstorms produced heavy rain that led to flash flooding closing Hwy 55 outside Uvalde.,CSV,S835169,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,818,vil,6/4/19 15:25,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138819,835169,Flash Flood,27.48956323,-101.7566904,31.01686973,-97.87430992,#NAME?,384,384,384000,384000,0,254,0,43620.3923611111NORTH UVALDE
201907,22,2010,20,201907,22,2010,141081,847667,VIRGINIA,51,2019,July,Thunderstorm Wind,C,53,DINWIDDIE,AKQ,7/22/19 20:10,"Monday, July 22, 2019",EST-5,7/22/19 20:10,0,0,0,0,1.00K,0.00K,Department of Highways,50,EG,,,,,,,,,,1,W,JACK,1,W,JACK,37.2,-77.52,37.2,-77.52,Scattered severe thunderstorms in advance of a frontal boundary produced damaging winds across portions of central and eastern Virginia.,Tree was downed along Route 460 near Dinwiddie county airport.,CSV,S847667,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,418,vil,7/23/19 1:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141081,847667,Thunderstorm Wind,35.86558623,-80.09517537,38.4454763,-74.88033771,#NAME?,384,384,384000,384000,0,254,0,43668.8402777778JACK
201904,7,1530,15,201904,7,1530,134543,806181,ALABAMA,1,2019,April,Hail,C,103,MORGAN,HUN,4/7/19 15:30,"Sunday, April 7, 2019",CST-6,4/7/19 15:30,0,0,0,0,0.00K,0.00K,Emergency Manager,1.75,,,,,,,,,,,1,WNW,TALUCAH,1,WNW,TALUCAH,34.56,-86.7,34.56,-86.7,An isolated supercell produced large hail up to the size of golf balls in Morgan County.,Golf ball sized hail was reported in Talucha.,CSV,S806181,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,783,vil,4/7/19 21:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134543,806181,Hail,33.02099359,-89.00167729,36.02965416,-84.345312,#NAME?,384,384,384000,384000,0,254,0,43562.6458333333TALUCAH
201905,31,1414,14,201905,31,1414,136386,818563,NORTH CAROLINA,37,2019,May,Thunderstorm Wind,C,157,ROCKINGHAM,RNK,5/31/19 14:14,"Friday, May 31, 2019",EST-5,5/31/19 14:14,0,0,0,0,10.00K,,Broadcast Media,50,EG,,,,,,,,,,0,SSE,MAYODAN,0,SSE,MAYODAN,36.4143,-79.9672,36.4143,-79.9672,An approaching cold front combined with a hot and humid air mass triggered scattered severe thunderstorms across the North Carolina Piedmont. These storms produced hail up to the size of golf balls and damaging winds that blew down numerous trees and power lines.  Some of the trees fell on to homes. The winds also blew the roof off a picnic shelter and threw it to the ground in Caswell County.,Thunderstorm winds blew down a tree on North Third Avenue in Mayodan.  The tree uprooted and fell on to the front porch of a house and caused notable damage.,CSV,S818563,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,335,vil,5/31/19 19:14,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136386,818563,Thunderstorm Wind,35.03090543,-82.46496199,37.73127847,-77.40917634,#NAME?,384,384,384000,384000,0,254,0,43616.5930555556MAYODAN
